record_id,user_id,transaction_date,age,city,region,product_category,sale_amount,price,store_id,subscription,status,email,username,raw_timestamp,revenue
133,USR1092,2023-11-08,60,Chennai,South,Sports,1512.93,2695.78,STORE_008,Premium,,user611@example.com,user_172,2023-09-28 00:23:00,1406.63
367,USR1011,2023-11-11,61,Hyderabad,West,Home Decor,2489.55,1825.96,STORE_001,Basic,,user384@example.com,user_605,2023-03-29 17:12:00,5700.5
252,USR1035,2023-06-18,49,Hyderabad,Central,Electronics,3662.16,2961.82,STORE_016,Basic,Pending,user968@example.com,user_638,2023-10-22 19:22:00,6181.47
109,USR1030,2023-04-09,32,Chennai,West,Clothing,2059.84,2970.89,STORE_008,Free,Active,user978@example.com,user_132,2023-02-17 12:24:00,4812.45
190,USR1009,2023-10-22,32,Kolkata,West,Toys,133.61,1613.81,STORE_020,Premium,,user968@example.com,user_614,2023-02-24 09:50:00,6105.0
36,USR1020,2023-05-03,20,Mumbai,West,Beauty,2376.07,,STORE_010,Free,,user339@example.com,user_906,2023-11-17 18:42:00,2058.41
261,USR1059,2023-10-18,60,Delhi,West,Books,3565.57,710.45,STORE_008,Basic,,user472@example.com,user_816,2023-12-07 10:50:00,3315.13
225,USR1088,2023-11-02,65,Hyderabad,South,Beauty,3112.29,2990.98,STORE_002,Premium,Pending,user818@example.com,user_209,2023-03-06 15:14:00,5627.67
390,USR1005,2023-08-25,,Kolkata,East,Toys,2013.54,,STORE_004,Basic,Pending,user575@example.com,user_169,2023-02-12 17:42:00,9505.18
151,USR1078,2023-04-24,22,Bangalore,East,Clothing,4912.78,2658.25,STORE_003,Free,,,user_809,2023-02-04 11:16:00,7232.09
222,USR1013,2023-05-25,61,Mumbai,South,Clothing,2493.22,948.5,STORE_016,Free,,user132@example.com,user_963,2023-03-16 01:17:00,806.71
293,USR1096,2023-10-25,60,Hyderabad,East,Home Decor,2542.65,182.29,STORE_012,Free,,user639@example.com,user_581,2023-12-30 17:43:00,9004.57
348,USR1056,2023-08-23,64,Delhi,Central,Clothing,257.75,1897.18,STORE_007,Free,Inactive,user825@example.com,user_618,2023-09-13 23:55:00,6506.22
451,USR1011,2023-09-25,24,Kolkata,Central,Electronics,959.28,1686.7,STORE_003,Premium,,user757@example.com,user_489,2023-03-26 01:51:00,4299.8
268,USR1000,2023-10-23,62,Jaipur,East,Toys,2902.94,,STORE_002,Basic,,user215@example.com,user_807,2023-02-10 04:46:00,9837.43
381,USR1074,2023-01-22,55,Kolkata,West,Beauty,1869.18,833.6,STORE_001,Basic,,user760@example.com,user_184,2023-05-31 16:32:00,873.77
452,USR1034,2023-02-25,39,Mumbai,South,Books,577.0,52.71,STORE_010,Basic,,user133@example.com,user_187,2023-10-19 18:02:00,7923.23
77,USR1007,2023-02-08,41,Jaipur,South,Electronics,3057.49,123.7,STORE_003,Basic,Pending,user680@example.com,user_257,2023-12-14 14:23:00,7654.54
43,USR1073,2023-07-16,65,Mumbai,East,Beauty,4066.47,1997.79,STORE_005,Premium,Active,user704@example.com,user_202,2023-08-14 03:33:00,251.94
304,USR1033,2023-03-25,25,Ahmedabad,South,Home Decor,1399.72,2738.07,STORE_012,Premium,Pending,user754@example.com,user_626,2023-04-10 20:11:00,6027.75
186,USR1032,2023-01-03,61,Mumbai,South,Home Decor,3879.62,2532.56,STORE_010,Premium,,user174@example.com,user_425,2023-09-27 07:11:00,7883.96
97,USR1053,2023-12-26,46,Hyderabad,Central,Clothing,2664.46,2753.39,STORE_004,Premium,,user307@example.com,user_253,2023-03-26 10:54:00,1250.78
25,USR1052,2023-06-19,42,Hyderabad,West,Toys,2941.19,2573.06,STORE_019,Premium,,,user_871,2023-07-19 13:34:00,5506.71
495,USR1015,2023-09-24,29,Ahmedabad,North,Beauty,4633.92,1461.48,STORE_006,Basic,,user727@example.com,user_979,2023-12-03 19:07:00,6398.35
209,USR1073,2023-05-09,40,Hyderabad,East,Beauty,4487.79,1456.27,STORE_009,Premium,,user325@example.com,user_335,2023-06-11 13:22:00,196.26
474,USR1047,2023-07-10,36,Mumbai,East,Electronics,1108.17,978.25,STORE_008,Basic,Active,user716@example.com,user_322,2023-02-22 17:17:00,9468.08
355,USR1052,2023-02-11,43,Ahmedabad,South,Beauty,3400.27,1685.73,STORE_013,Free,,user533@example.com,user_805,2023-09-08 23:26:00,1529.03
481,USR1057,2023-11-14,65,Hyderabad,North,Books,3447.02,1740.18,STORE_004,Basic,,user862@example.com,user_116,2023-08-24 05:17:00,
310,USR1013,2023-04-03,40,Hyderabad,Central,Sports,3818.98,1408.39,STORE_017,Basic,,user821@example.com,user_839,2023-01-21 02:20:00,3909.33
152,USR1006,2023-07-17,42,Kolkata,West,Toys,1907.97,2370.42,STORE_019,Basic,Inactive,user918@example.com,user_401,2023-01-11 10:16:00,834.58
330,USR1034,2023-05-28,40,Kolkata,South,Sports,1450.69,1266.63,STORE_014,Basic,Active,user368@example.com,user_561,2023-05-08 11:37:00,4635.82
365,USR1043,2023-11-22,64,Chennai,South,Home Decor,2326.01,67.31,STORE_005,Premium,,user109@example.com,user_523,2023-10-12 22:45:00,3988.63
220,USR1088,2023-09-09,46,Mumbai,West,Books,3994.0,581.94,STORE_018,Premium,,user832@example.com,user_499,2023-07-13 07:16:00,6290.7
234,USR1088,2023-12-26,22,Mumbai,Central,Toys,326.82,1056.83,STORE_014,Premium,Active,user332@example.com,user_969,2023-11-05 00:40:00,3886.62
235,USR1039,2023-09-26,50,Pune,Central,Sports,3384.49,2913.7,STORE_020,Basic,,user542@example.com,user_503,2023-03-17 04:21:00,5757.26
324,USR1030,2023-08-05,22,Hyderabad,East,Beauty,4321.35,1609.74,STORE_004,Free,,user799@example.com,user_384,2023-03-16 11:30:00,8231.52
94,USR1037,2023-01-20,,Pune,East,Beauty,2739.34,2816.91,STORE_017,Premium,Pending,user215@example.com,user_848,2023-08-23 20:16:00,239.43
193,USR1085,2023-02-04,28,Pune,East,Groceries,1210.94,228.03,STORE_007,Free,,user731@example.com,user_810,2023-10-27 04:36:00,8096.23
229,USR1079,2023-12-26,19,Hyderabad,Central,Clothing,,1974.13,STORE_003,Premium,Active,user861@example.com,user_525,2023-07-08 22:03:00,2731.57
74,USR1082,2023-03-31,59,Ahmedabad,South,Groceries,3892.14,894.46,STORE_002,Basic,Active,user417@example.com,user_934,2023-10-06 15:16:00,
290,USR1089,2023-02-20,31,Jaipur,North,Toys,706.92,1949.97,STORE_003,Premium,,user265@example.com,user_978,2023-10-20 23:37:00,
318,USR1049,2023-06-15,47,Hyderabad,East,Beauty,3836.27,1852.19,STORE_012,Premium,Inactive,user967@example.com,user_177,2023-10-02 06:18:00,3043.47
334,USR1014,2023-09-11,38,Ahmedabad,West,Clothing,4341.05,298.86,STORE_010,Basic,Inactive,user942@example.com,user_779,2023-10-27 06:37:00,140.84
369,USR1054,2023-11-25,57,Pune,West,Toys,3416.86,1097.19,STORE_002,Basic,Active,user530@example.com,user_423,2023-01-03 12:12:00,8812.97
462,USR1057,2023-03-06,56,Mumbai,South,Sports,2753.13,1145.12,STORE_012,Basic,Inactive,user690@example.com,user_479,2023-07-06 00:19:00,5070.64
141,USR1047,2023-08-23,21,Jaipur,South,Toys,2860.71,2893.37,STORE_008,Free,Pending,user920@example.com,user_951,2023-06-17 10:28:00,839.41
98,USR1026,2023-10-26,48,Mumbai,West,Groceries,2311.15,1397.89,STORE_010,Premium,,user103@example.com,user_692,2023-02-07 01:27:00,731.22
112,USR1055,2023-04-29,37,Pune,North,Books,2280.22,1668.05,STORE_013,Premium,Inactive,user776@example.com,user_890,2023-11-13 09:51:00,827.72
153,USR1021,2023-07-12,20,Pune,Central,Beauty,2185.05,1829.81,STORE_014,Basic,Active,user310@example.com,user_519,2023-12-23 17:46:00,5447.24
140,USR1069,2023-06-27,60,Pune,North,Toys,3649.71,1598.85,STORE_008,Premium,,user245@example.com,user_195,2023-01-23 07:57:00,4189.26
85,USR1063,2023-01-12,41,Hyderabad,South,Home Decor,1442.71,2531.69,STORE_016,Free,,,user_237,2023-05-16 23:23:00,3722.78
166,USR1084,2023-10-13,22,Bangalore,East,Groceries,4502.98,682.32,STORE_008,Free,,user439@example.com,user_699,2023-05-31 14:54:00,631.4
420,USR1045,2023-11-07,29,Mumbai,South,Electronics,1533.56,2873.12,STORE_020,Basic,Inactive,user384@example.com,user_737,2023-08-05 02:35:00,3879.64
466,USR1053,2023-01-17,,Pune,Central,Home Decor,4797.84,740.66,STORE_013,Basic,,user948@example.com,user_691,2023-08-08 04:40:00,7308.32
49,USR1022,2023-04-13,50,Jaipur,Central,Books,1322.0,1455.91,STORE_010,Free,Active,user177@example.com,user_331,2023-12-13 23:43:00,9675.97
125,USR1065,2023-02-27,33,Jaipur,North,Beauty,4949.39,2493.61,STORE_008,Free,Active,user456@example.com,user_189,2023-08-13 03:49:00,2177.79
187,USR1020,2023-08-01,41,Pune,South,Sports,1688.78,2851.92,STORE_020,Basic,,user943@example.com,user_764,2023-01-05 03:42:00,2479.44
136,USR1039,2023-12-08,63,Delhi,North,Groceries,860.97,1578.56,STORE_009,Basic,Pending,user899@example.com,user_850,2023-03-02 00:21:00,2792.61
498,USR1065,2023-02-02,25,Lucknow,East,Beauty,3944.15,2292.57,STORE_010,Premium,Active,user760@example.com,user_583,2023-11-07 21:11:00,9281.38
407,USR1092,2023-03-13,,Jaipur,East,Sports,3110.84,1436.09,STORE_014,Basic,Active,user932@example.com,user_748,2023-07-04 01:51:00,6811.5
300,USR1077,2023-09-19,58,Kolkata,South,Toys,1895.51,1067.04,STORE_015,Basic,Active,user554@example.com,user_525,2023-08-15 09:10:00,9706.57
132,USR1083,2023-03-26,62,Bangalore,West,Beauty,479.11,2262.29,STORE_019,Premium,Pending,user422@example.com,user_353,2023-05-22 20:05:00,6049.89
380,USR1074,2023-07-25,53,Hyderabad,South,Sports,1210.2,1286.57,STORE_013,Basic,Inactive,user483@example.com,user_186,2023-03-10 02:18:00,3580.59
210,USR1033,2023-05-08,41,Delhi,Central,Groceries,1800.01,821.85,STORE_007,Premium,Inactive,user347@example.com,user_311,2023-04-28 06:53:00,6224.11
167,USR1081,2023-10-26,55,Ahmedabad,South,Clothing,1939.26,181.1,STORE_005,Basic,Inactive,user683@example.com,user_568,2023-03-15 10:55:00,7811.52
479,USR1052,2023-11-23,23,Lucknow,West,Beauty,1643.46,692.97,STORE_009,Free,Active,user955@example.com,user_775,2023-11-28 23:54:00,872.37
299,USR1003,2023-07-25,30,Pune,North,Home Decor,3224.5,681.99,STORE_009,Basic,Active,user969@example.com,user_787,2023-02-14 16:25:00,3245.8
185,USR1099,2023-08-15,56,Lucknow,Central,Sports,4823.23,548.73,STORE_003,Basic,Inactive,user222@example.com,user_538,2023-05-23 17:16:00,5881.46
78,USR1073,2023-03-12,41,Chennai,South,Clothing,,1562.88,STORE_018,Premium,Pending,user820@example.com,user_726,2023-05-27 22:58:00,2081.77
406,USR1077,2023-09-24,64,Ahmedabad,West,Home Decor,1715.92,1042.37,STORE_011,Basic,Pending,user487@example.com,user_464,2023-06-19 03:00:00,7013.25
171,USR1079,2023-01-25,19,Mumbai,North,Clothing,1932.26,1433.7,STORE_005,Basic,Active,user777@example.com,user_632,2023-05-19 19:38:00,4246.37
490,USR1032,2023-03-12,34,Delhi,East,Groceries,1023.8,260.54,STORE_008,Premium,,user354@example.com,user_752,2023-07-17 13:25:00,1071.57
75,USR1082,2023-04-08,65,Pune,East,Clothing,2212.91,1330.42,STORE_013,Free,Inactive,user609@example.com,user_916,2023-09-23 08:51:00,4302.55
163,USR1087,2023-01-05,24,Lucknow,North,Sports,4035.17,2901.73,STORE_009,Premium,,user570@example.com,user_577,2023-06-04 21:33:00,4031.81
456,USR1020,2023-02-04,39,Delhi,North,Groceries,2330.67,2935.88,STORE_015,Basic,Active,user599@example.com,user_979,2023-05-27 12:26:00,9179.69
431,USR1064,2023-07-19,22,Bangalore,South,Home Decor,3848.56,2041.36,STORE_011,Premium,,user544@example.com,user_388,2023-09-06 02:48:00,6214.37
397,USR1029,2023-06-19,29,Hyderabad,South,Toys,958.55,212.56,STORE_016,Premium,Inactive,user244@example.com,user_228,2023-02-16 05:37:00,7972.81
243,USR1055,2023-03-16,52,Pune,North,Clothing,4205.64,107.86,STORE_011,Premium,,user863@example.com,user_752,2023-05-21 04:49:00,1402.3
305,USR1021,2023-10-06,36,Chennai,East,Clothing,1790.57,428.11,STORE_010,Free,,user266@example.com,user_258,2023-09-15 07:53:00,8980.86
263,USR1070,2023-03-23,40,Pune,South,Toys,2205.0,1642.69,STORE_008,Basic,Active,user828@example.com,user_598,2023-02-28 18:38:00,5595.37
251,USR1011,2023-01-26,27,Chennai,Central,Groceries,3759.21,126.8,STORE_010,Free,Pending,user939@example.com,user_537,2023-10-09 02:18:00,1308.03
86,USR1051,2023-01-27,28,Jaipur,East,Clothing,2279.25,2479.43,STORE_020,Basic,Active,user199@example.com,user_913,2023-06-23 17:23:00,2070.67
236,USR1006,2023-10-08,21,Jaipur,West,Groceries,2430.57,1198.05,STORE_019,Basic,,user853@example.com,user_348,2023-02-06 08:49:00,6878.91
331,USR1001,2023-08-29,36,Hyderabad,West,Toys,1318.32,195.08,STORE_011,Basic,,user720@example.com,user_921,2023-11-03 22:47:00,153.07
7,USR1080,2023-06-02,48,Bangalore,East,Groceries,3904.2,21.7,STORE_011,Premium,Active,user471@example.com,user_951,2023-06-07 07:03:00,5716.83
436,USR1069,2023-11-13,62,Hyderabad,Central,Groceries,998.95,772.53,STORE_018,Free,Pending,user834@example.com,user_546,2023-02-04 15:26:00,9529.2
434,USR1053,2023-05-07,19,Mumbai,North,Electronics,1642.12,854.87,STORE_020,Premium,,user603@example.com,user_411,2023-02-27 03:42:00,
110,USR1081,2023-01-05,21,Kolkata,East,Clothing,4599.8,2705.79,STORE_019,Premium,Pending,user176@example.com,user_387,2023-10-06 18:42:00,
13,USR1076,2023-02-04,31,Delhi,Central,Sports,246.72,1978.97,STORE_019,Basic,Pending,user309@example.com,user_421,2023-05-03 08:25:00,6490.46
107,USR1093,2023-06-30,62,Bangalore,Central,Electronics,4203.39,2457.63,STORE_002,Premium,,user745@example.com,user_824,2023-03-19 00:13:00,3794.69
96,USR1038,2023-10-26,16,Pune,South,Electronics,2353.71,2064.5,STORE_010,Premium,Pending,user326@example.com,user_236,2023-09-02 04:29:00,6096.82
241,USR1020,2023-01-10,38,Chennai,South,Books,3147.67,2673.4,STORE_001,Basic,Pending,user449@example.com,user_772,2023-03-12 02:46:00,9610.0
259,USR1056,2023-12-10,25,Chennai,North,Electronics,2820.15,1636.74,STORE_018,Free,Pending,user821@example.com,user_687,2023-05-06 05:04:00,8933.21
53,USR1002,2023-01-26,31,Lucknow,South,Clothing,2793.33,2442.9,STORE_008,Free,Inactive,user710@example.com,,2023-03-16 04:34:00,1827.52
356,USR1016,2023-09-06,24,Hyderabad,West,Beauty,826.36,2766.66,STORE_004,Basic,,user478@example.com,user_141,2023-09-25 04:07:00,9911.1
262,USR1062,2023-01-16,23,Ahmedabad,West,Groceries,1775.65,1533.69,STORE_013,Premium,Pending,user172@example.com,user_645,2023-08-25 12:37:00,6246.66
323,USR1011,2023-07-23,62,Hyderabad,North,Clothing,4153.46,2796.04,STORE_009,Premium,Active,user225@example.com,user_420,2023-06-18 18:47:00,7508.9
411,USR1094,2023-10-31,63,Lucknow,East,Groceries,4772.64,25.0,STORE_002,Basic,,user497@example.com,user_427,2023-07-06 21:59:00,5245.54
432,USR1093,2023-09-19,33,Chennai,South,Toys,3546.98,2109.41,STORE_017,Basic,Inactive,user975@example.com,user_749,2023-03-18 07:07:00,479.83
177,USR1078,2023-01-28,,Jaipur,West,Beauty,420.58,737.86,STORE_009,Premium,,user758@example.com,user_936,2023-05-01 02:29:00,5773.05
20,USR1087,2023-12-10,43,Pune,Central,Home Decor,666.9,1531.23,STORE_014,Free,,user667@example.com,user_530,2023-12-07 12:43:00,1822.87
323,USR1011,2023-07-23,62,Hyderabad,North,Clothing,4153.46,2796.04,STORE_009,Premium,Active,user225@example.com,user_420,2023-06-18 18:47:00,7508.9
90,USR1026,2023-10-15,58,Jaipur,West,Home Decor,2325.33,1647.89,STORE_009,Basic,,user352@example.com,user_405,2023-04-26 09:49:00,2152.05
384,USR1054,2023-12-24,44,Jaipur,North,Home Decor,4375.06,2218.66,STORE_016,Free,Pending,user535@example.com,user_513,2023-12-20 17:19:00,330.07
488,USR1057,2023-09-27,59,Pune,West,Toys,1417.42,1746.96,STORE_011,Basic,Active,user565@example.com,user_911,2023-06-27 09:07:00,5039.38
116,USR1088,2023-04-13,27,Pune,East,Beauty,3920.77,855.29,STORE_013,Free,Active,user304@example.com,user_658,2023-04-03 21:49:00,9534.75
320,USR1058,2023-12-10,27,Jaipur,South,Beauty,4812.48,1412.54,STORE_018,Basic,,user844@example.com,user_634,2023-04-13 11:29:00,1589.68
91,USR1090,2023-09-08,38,Chennai,North,Toys,2002.94,2323.73,STORE_005,Free,Active,user831@example.com,user_552,2023-12-02 08:47:00,2100.47
477,USR1071,2023-06-10,19,Chennai,West,Beauty,4837.41,1134.24,STORE_020,Premium,Active,user945@example.com,,2023-02-23 10:55:00,4413.26
66,USR1031,2023-12-29,44,Pune,East,Books,3883.6,176.05,STORE_011,Premium,Pending,user794@example.com,user_358,2023-12-03 19:55:00,906.87
192,USR1076,2023-07-21,21,Hyderabad,East,Sports,3247.36,499.64,STORE_008,Basic,Pending,user285@example.com,user_680,2023-01-28 17:29:00,824.13
468,USR1079,2023-12-29,21,Mumbai,South,Beauty,3899.07,1964.52,STORE_008,Free,Inactive,user351@example.com,user_926,2023-07-13 08:42:00,921.34
382,USR1035,2023-04-27,20,Mumbai,Central,Sports,3391.78,2240.73,STORE_009,Basic,,user975@example.com,user_857,2023-10-06 08:00:00,2890.27
264,USR1056,2023-04-01,41,Lucknow,North,Toys,3242.7,668.48,STORE_005,Basic,Active,user776@example.com,user_644,2023-05-30 12:39:00,2037.1
301,USR1054,2023-08-01,53,Bangalore,South,Books,4344.25,217.03,STORE_019,Premium,Active,,user_379,2023-08-01 05:35:00,5722.37
82,USR1068,2023-02-17,26,Bangalore,Central,Home Decor,2839.91,104.55,STORE_002,Basic,Pending,user885@example.com,user_732,2023-11-24 00:31:00,5501.22
203,USR1094,2023-12-23,43,Chennai,West,Sports,464.9,1640.32,STORE_009,Basic,Active,user908@example.com,,2023-09-25 03:33:00,
325,USR1002,2023-11-27,54,Mumbai,South,Books,1580.88,1101.31,STORE_004,Basic,Inactive,user497@example.com,,2023-07-21 08:19:00,8244.81
130,USR1035,2023-02-17,32,Pune,South,Electronics,1562.27,717.75,STORE_003,Premium,Active,user179@example.com,user_331,2023-09-23 21:28:00,
